Group,Count,Owner,Parent.int_groups,Register,Field,Path,Name,Type,Allow during port up,FLags,Severity,,info (I) action (default is none),I->E count thresh,,error (E) action (default is count),Error->Fatal count threshold,Description (or Action in case of Fatal),,fatal (F) action (default is reset)
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,proc_tbl_vld_wo_proc,sge.te[#].int_err,int_err.proc_tbl_vld_wo_proc,,,None,error (E),,n/a,n/a,,,never,mpu error,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,spurious_axi_rsp,sge.te[#].int_err,int_err.spurious_axi_rsp,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,"Access to invalid address, missing address range in the NOC, or slave sent back an error",,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,spurious_tcam_rsp,sge.te[#].int_err,int_err.spurious_tcam_rsp,,,None,fatal (F),,n/a,n/a,,n/a,n/a,bad tcam response,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,tcam_req_idx_fifo,sge.te[#].int_err,int_err.tcam_req_idx_fifo,,,None,fatal (F),,n/a,n/a,,n/a,n/a,pop empty fifo,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,tcam_rsp_idx_fifo,sge.te[#].int_err,int_err.tcam_rsp_idx_fifo,,,None,fatal (F),,n/a,n/a,,n/a,n/a,pop empty fifo,,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_err,te#mpu_timeout,sge.te[#].int_err,int_err.te#mpu_timeout,,,None,SW-MASK-IGNORE,,n/a,n/a,,n/a,n/a,"impossible, should be disabled",,
p4,96,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_info,profile_cam_hit#,sge.te[#].int_info,int_info.profile_cam_hit#,,,None,info (I),,info,,,n/a,n/a,"Info only, no action",,
p4,6,Louis,sge.te[#] / sgi.te[#] / pcr.te[#] / pct.te[#],int_info,profile_cam_miss,sge.te[#].int_info,int_info.profile_cam_miss,,,None,info (I),,info,,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_aclr_hbm_ln_rollovr,txs.txs.int_sch,int_sch.sch_aclr_hbm_ln_rollovr,,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_bid_err,txs.txs.int_sch,int_sch.sch_bid_err,,,None,error (E),,n/a,n/a,,,never,axi error,,
txs,1,Louis,txs.txs,int_sch,sch_bresp_err,txs.txs.int_sch,int_sch.sch_bresp_err,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_drb_cnt_ovfl,txs.txs.int_sch,int_sch.sch_drb_cnt_ovfl,overflow,,None,error (E),,n/a,n/a,,,,need to read clear drb counter in memory to avoid ovfl,,
txs,1,Louis,txs.txs,int_sch,sch_drb_cnt_qid_fifo,txs.txs.int_sch,int_sch.sch_drb_cnt_qid_fifo,,,None,SW-MASK-IGNORE,,n/a,n/a,,"Does not work, SW should mask/ignore",n/a,"Not applicable, it was left there in the reg defintion but is not used internally",,
txs,1,Louis,txs.txs,int_sch,sch_drb_cnt_unfl,txs.txs.int_sch,int_sch.sch_drb_cnt_unfl,,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_hbm_byp_ovf,txs.txs.int_sch,int_sch.sch_hbm_byp_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_hbm_byp_pending_efull,txs.txs.int_sch,int_sch.sch_hbm_byp_pending_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_hbm_byp_wtag_wrap,txs.txs.int_sch,int_sch.sch_hbm_byp_wtag_wrap,,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_hbm_rd_pending_efull,txs.txs.int_sch,int_sch.sch_hbm_rd_pending_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_hbm_re_efull,txs.txs.int_sch,int_sch.sch_hbm_re_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_hbm_we_efull,txs.txs.int_sch,int_sch.sch_hbm_we_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_hbm_wr_pending_efull,txs.txs.int_sch,int_sch.sch_hbm_wr_pending_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_lif_sg_mismatch,txs.txs.int_sch,int_sch.sch_lif_sg_mismatch,,,None,error (E),,n/a,n/a,,,,"shouldn't happen, need debugging if happens",,
txs,1,Louis,txs.txs,int_sch,sch_null_lif,txs.txs.int_sch,int_sch.sch_null_lif,,,None,error (E),,n/a,n/a,,,,lif map programming error,,
txs,1,Louis,txs.txs,int_sch,sch_rd_txfifo_ovf,txs.txs.int_sch,int_sch.sch_rd_txfifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_rid_empty,txs.txs.int_sch,int_sch.sch_rid_empty,,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_rid_err,txs.txs.int_sch,int_sch.sch_rid_err,,,None,error (E),,n/a,n/a,,,,axi error,,
txs,1,Louis,txs.txs,int_sch,sch_rlid_ovfl,txs.txs.int_sch,int_sch.sch_rlid_ovfl,overflow,,None,error (E),,n/a,n/a,,,,rlid programming error,,
txs,1,Louis,txs.txs,int_sch,sch_rlid_unfl,txs.txs.int_sch,int_sch.sch_rlid_unfl,,,None,error (E),,n/a,n/a,,,,rlid programming error,,
txs,1,Louis,txs.txs,int_sch,sch_rresp_err,txs.txs.int_sch,int_sch.sch_rresp_err,,,None,error (E),,n/a,n/a,,,,,,
txs,1,Louis,txs.txs,int_sch,sch_state_fifo_ovf,txs.txs.int_sch,int_sch.sch_state_fifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_txdma_msg_efull,txs.txs.int_sch,int_sch.sch_txdma_msg_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_txdma_msg_ovfl,txs.txs.int_sch,int_sch.sch_txdma_msg_ovfl,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_sch,sch_wid_empty,txs.txs.int_sch,int_sch.sch_wid_empty,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_sch,sch_wr_txfifo_ovf,txs.txs.int_sch,int_sch.sch_wr_txfifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_srams_ecc,sch_grp_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_grp_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_srams_ecc,sch_grp_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_grp_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_map_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_map_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_srams_ecc,sch_lif_map_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_lif_map_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_srams_ecc,sch_rlid_map_correctable,txs.txs.int_srams_ecc,int_srams_ecc.sch_rlid_map_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_srams_ecc,sch_rlid_map_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.sch_rlid_map_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_srams_ecc,tmr_cnt_correctable,txs.txs.int_srams_ecc,int_srams_ecc.tmr_cnt_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_srams_ecc,tmr_cnt_uncorrectable,txs.txs.int_srams_ecc,int_srams_ecc.tmr_cnt_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
txs,1,Louis,txs.txs,int_tmr,ftmr_ctime_wrap,txs.txs.int_tmr,int_tmr.ftmr_ctime_wrap,,,None,error (E),,n/a,n/a,,,,,,
txs,1,Louis,txs.txs,int_tmr,ftmr_fifo_efull,txs.txs.int_tmr,int_tmr.ftmr_fifo_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,ftmr_fifo_ovf,txs.txs.int_tmr,int_tmr.ftmr_fifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,ftmr_key_not_found,txs.txs.int_tmr,int_tmr.ftmr_key_not_found,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,ftmr_key_not_push,txs.txs.int_tmr,int_tmr.ftmr_key_not_push,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,ftmr_push_out_of_wheel,txs.txs.int_tmr,int_tmr.ftmr_push_out_of_wheel,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,ftmr_stall,txs.txs.int_tmr,int_tmr.ftmr_stall,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,stmr_ctime_wrap,txs.txs.int_tmr,int_tmr.stmr_ctime_wrap,,,None,error (E),,n/a,n/a,,,,,,
txs,1,Louis,txs.txs,int_tmr,stmr_fifo_efull,txs.txs.int_tmr,int_tmr.stmr_fifo_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,stmr_fifo_ovf,txs.txs.int_tmr,int_tmr.stmr_fifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,stmr_key_not_found,txs.txs.int_tmr,int_tmr.stmr_key_not_found,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,stmr_key_not_push,txs.txs.int_tmr,int_tmr.stmr_key_not_push,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,stmr_push_out_of_wheel,txs.txs.int_tmr,int_tmr.stmr_push_out_of_wheel,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,stmr_stall,txs.txs.int_tmr,int_tmr.stmr_stall,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_bid_err,txs.txs.int_tmr,int_tmr.tmr_bid_err,,,None,error (E),,n/a,n/a,,,,,,
txs,1,Louis,txs.txs,int_tmr,tmr_bresp_err,txs.txs.int_tmr,int_tmr.tmr_bresp_err,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_hbm_byp_ovf,txs.txs.int_tmr,int_tmr.tmr_hbm_byp_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,tmr_hbm_byp_pending_efull,txs.txs.int_tmr,int_tmr.tmr_hbm_byp_pending_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_hbm_byp_wtag_wrap,txs.txs.int_tmr,int_tmr.tmr_hbm_byp_wtag_wrap,,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,tmr_hbm_rd_pending_efull,txs.txs.int_tmr,int_tmr.tmr_hbm_rd_pending_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_hbm_re_efull,txs.txs.int_tmr,int_tmr.tmr_hbm_re_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_hbm_we_efull,txs.txs.int_tmr,int_tmr.tmr_hbm_we_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_hbm_wr_pending_efull,txs.txs.int_tmr,int_tmr.tmr_hbm_wr_pending_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_rd_txfifo_ovf,txs.txs.int_tmr,int_tmr.tmr_rd_txfifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,tmr_rejct_drb_efull,txs.txs.int_tmr,int_tmr.tmr_rejct_drb_efull,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_rejct_drb_ovf,txs.txs.int_tmr,int_tmr.tmr_rejct_drb_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,tmr_rid_empty,txs.txs.int_tmr,int_tmr.tmr_rid_empty,,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,tmr_rid_err,txs.txs.int_tmr,int_tmr.tmr_rid_err,,,None,error (E),,n/a,n/a,,,,,,
txs,1,Louis,txs.txs,int_tmr,tmr_rresp_err,txs.txs.int_tmr,int_tmr.tmr_rresp_err,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_state_fifo_ovf,txs.txs.int_tmr,int_tmr.tmr_state_fifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
txs,1,Louis,txs.txs,int_tmr,tmr_wid_empty,txs.txs.int_tmr,int_tmr.tmr_wid_empty,,,None,info (I),,n/a,n/a,,n/a,n/a,"Info only, no action",,
txs,1,Louis,txs.txs,int_tmr,tmr_wr_txfifo_ovf,txs.txs.int_tmr,int_tmr.tmr_wr_txfifo_ovf,overflow,,None,fatal (F),,n/a,n/a,,n/a,n/a,,,
ms,1,Hemant,intr.intr,int_intr_ecc,intr_coalesce_correctable,intr.intr.int_intr_ecc,int_intr_ecc.intr_coalesce_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Hemant,intr.intr,int_intr_ecc,intr_coalesce_uncorrectable,intr.intr.int_intr_ecc,int_intr_ecc.intr_coalesce_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
ms,1,Hemant,intr.intr,int_intr_ecc,intr_pba_cfg_correctable,intr.intr.int_intr_ecc,int_intr_ecc.intr_pba_cfg_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Hemant,intr.intr,int_intr_ecc,intr_pba_cfg_uncorrectable,intr.intr.int_intr_ecc,int_intr_ecc.intr_pba_cfg_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
ms,1,Hemant,intr.intr,int_intr_ecc,intr_state_correctable,intr.intr.int_intr_ecc,int_intr_ecc.intr_state_correctable,ecc_sw,,None,error (E),,n/a,n/a,,SW must write again to correct,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
ms,1,Hemant,intr.intr,int_intr_ecc,intr_state_uncorrectable,intr.intr.int_intr_ecc,int_intr_ecc.intr_state_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,cache_axi_#,sge.mpu[#].int_err,int_err.cache_axi_#,,,None,error (E),,n/a,n/a,,Fix MPU program,never,"instruction cache fill returned response error, likely memory address error",,
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,cache_parity_#,sge.mpu[#].int_err,int_err.cache_parity_#,,,None,fatal (F),,n/a,n/a,,n/a,n/a,instruction cache parity error,,send chip to Avago
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,illegal_op_#,sge.mpu[#].int_err,int_err.illegal_op_#,,,None,error (E),,n/a,n/a,,Fix MPU program,never,MPU executed illegal opcode (likely a jump to bad address or code space written over by DMA),,
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,max_inst_#,sge.mpu[#].int_err,int_err.max_inst_#,,,None,error (E),,n/a,n/a,,Fix MPU program,never,MPU exceeded max instruction count for one program,,
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,phvwr_#,sge.mpu[#].int_err,int_err.phvwr_#,phv,,None,error (E),,n/a,n/a,,Fix MPU program,never,Illegal phvwr command or offset,,
p4,6,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,results_mismatch,sge.mpu[#].int_err,int_err.results_mismatch,,,None,SW-MASK-IGNORE,,n/a,n/a,,"Does not work, SW should mask/ignore",n/a,"mask this interrupt, not fully implemented",,
p4,6,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,sdp_mem_correctable,sge.mpu[#].int_err,int_err.sdp_mem_correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
p4,6,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,sdp_mem_uncorrectable,sge.mpu[#].int_err,int_err.sdp_mem_uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,"ecc uncorrectable DOUBLE bit SOFT error, expect once per 250 years per chip",,send chip to Avago
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_err,write_err_#,sge.mpu[#].int_err,int_err.write_err_#,,,None,error (E),,n/a,n/a,,Fix MPU program,never,"MPU write returned error on acknowledge, likely an address error",,
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_info,mpu_stop_#,sge.mpu[#].int_info,int_info.mpu_stop_#,,,None,error (E),,n/a,n/a,,Fix MPU program,never,"MPU stopped, in debug mode, pipeline frozen until start",,
p4,24,Mike,sge.mpu[#] / sgi.mpu[#] / pcr.mpu[#] / pct.mpu[#],int_info,trace_full_#,sge.mpu[#].int_info,int_info.trace_full_#,,,None,info (I),,,,,n/a,n/a,MPU debug trace buffer has filled,,
offloads,1,Ganlin/Nital,md.hens,int_axi_err,rrsp_err,md.hens.int_axi_err,int_axi_err.rrsp_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
offloads,1,Ganlin/Nital,md.hens,int_axi_err,wrsp_err,md.hens.int_axi_err,int_axi_err.wrsp_err,axi,,None,error (E),,n/a,n/a,,"fix the address range or program, check slave interrupts",never,Software Error,,
offloads,1,Ganlin/Nital,md.hens,int_drbg_cryptoram_ecc,correctable_err,md.hens.int_drbg_cryptoram_ecc,int_drbg_cryptoram_ecc.correctable_err,ecc,,None,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,send chip to Avago
offloads,1,Ganlin/Nital,md.hens,int_drbg_cryptoram_ecc,uncorrectable_err,md.hens.int_drbg_cryptoram_ecc,int_drbg_cryptoram_ecc.uncorrectable_err,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
offloads,1,Ganlin/Nital,md.hens,int_drbg_intram_ecc,correctable_err,md.hens.int_drbg_intram_ecc,int_drbg_intram_ecc.correctable_err,ecc,,None,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,send chip to Avago
offloads,1,Ganlin/Nital,md.hens,int_drbg_intram_ecc,uncorrectable_err,md.hens.int_drbg_intram_ecc,int_drbg_intram_ecc.uncorrectable_err,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
offloads,1,Ganlin/Nital,md.hens,int_ipcore,cp,md.hens.int_ipcore,int_ipcore.cp,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
offloads,1,Ganlin/Nital,md.hens,int_ipcore,dc,md.hens.int_ipcore,int_ipcore.dc,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
offloads,1,Ganlin/Nital,md.hens,int_ipcore,drbg,md.hens.int_ipcore,int_ipcore.drbg,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
offloads,2,Ganlin/Nital,md.hens,int_ipcore,gcm#,md.hens.int_ipcore,int_ipcore.gcm#,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
offloads,1,Ganlin/Nital,md.hens,int_ipcore,pk,md.hens.int_ipcore,int_ipcore.pk,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
offloads,1,Ganlin/Nital,md.hens,int_ipcore,xts,md.hens.int_ipcore,int_ipcore.xts,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
offloads,1,Ganlin/Nital,md.hens,int_ipcore,xts_enc,md.hens.int_ipcore,int_ipcore.xts_enc,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
offloads,1,Ganlin/Nital,md.hens,int_pk_ecc,correctable_err,md.hens.int_pk_ecc,int_pk_ecc.correctable_err,ecc,,None,error (E),,n/a,n/a,,count,>10 per 1 day,Hardware Error,,send chip to Avago
offloads,1,Ganlin/Nital,md.hens,int_pk_ecc,uncorrectable_err,md.hens.int_pk_ecc,int_pk_ecc.uncorrectable_err,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
offloads,8,Ganlin/Nital,mp.mpns,int_crypto,mpp#,mp.mpns.int_crypto,int_crypto.mpp#,,,None,*parent-bit*,,n/a,n/a,,See details under link,n/a,,,
memory,2,Patricio,pb.pbc,int_credit_underflow,port_#,pb.pbc.int_credit_underflow,int_credit_underflow.port_#,,,None,fatal (F),,n/a,n/a,,n/a,n/a,Software Error,,
memory,2,Patricio,pb.pbc,int_ecc_desc_#,correctable,pb.pbc.int_ecc_desc_#,int_ecc_desc_#.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,2,Patricio,pb.pbc,int_ecc_desc_#,uncorrectable,pb.pbc.int_ecc_desc_#,int_ecc_desc_#.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,2,Patricio,pb.pbc,int_ecc_fc_#,correctable,pb.pbc.int_ecc_fc_#,int_ecc_fc_#.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,2,Patricio,pb.pbc,int_ecc_fc_#,uncorrectable,pb.pbc.int_ecc_fc_#,int_ecc_fc_#.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,2,Patricio,pb.pbc,int_ecc_ll_#,correctable,pb.pbc.int_ecc_ll_#,int_ecc_ll_#.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,2,Patricio,pb.pbc,int_ecc_ll_#,uncorrectable,pb.pbc.int_ecc_ll_#,int_ecc_ll_#.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_nc,correctable,pb.pbc.int_ecc_nc,int_ecc_nc.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_nc,uncorrectable,pb.pbc.int_ecc_nc,int_ecc_nc.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_pack,correctable,pb.pbc.int_ecc_pack,int_ecc_pack.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_pack,uncorrectable,pb.pbc.int_ecc_pack,int_ecc_pack.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a,Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_port_mon_in,correctable,pb.pbc.int_ecc_port_mon_in,int_ecc_port_mon_in.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_port_mon_in,uncorrectable,pb.pbc.int_ecc_port_mon_in,int_ecc_port_mon_in.uncorrectable,ecc,,None,HW-RMA (F),,n/a,n/a,,n/a,n/a, Hardware Error,,send chip to Avago
memory,1,Patricio,pb.pbc,int_ecc_port_mon_out,correctable,pb.pbc.int_ecc_port_mon_out,int_ecc_port_mon_out.correctable,ecc_hw,,None,error (E),,n/a,n/a,,count,>10 per 1 day,"ecc correctable single bit SOFT error, expect once per 25 years per chip",,send chip to Avago
